control_number,announcement_number,position_title,hiring_agency_name,hiring_department_name,job_series,minimum_grade,maximum_grade,position_open_date,position_close_date,minimum_salary,maximum_salary,work_schedule,telework_eligible,supervisory_status
563431400,MCC-10756847-20-15-DAF-MP,"Information Technology Specialist (Product Management), MC-2210-3b",Millennium Challenge Corporation,Other Agencies and Independent Organizations,2210,14,14,2020-03-20,2020-03-27,97000.0,153314.0,Full-time,N,N
563439300,MCC-10756958-20-15-DAF-MP,"Information Technology Specialist (Product Management), MC-2210-3b",Millennium Challenge Corporation,Other Agencies and Independent Organizations,2210,14,14,2020-03-20,2020-03-27,99000.0,158000.0,Full-time,N,N
562741000,NEAD203478112218,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2020-03-13,2020-03-17,86335.0,133465.0,Full-time,N,N
562501400,20FASB025KBMP,Product Manager,Federal Acquisition Service,General Services Administration,0301,14,14,2020-03-12,2020-03-23,121316.0,157709.0,Full-time,N,N
561860400,20FASB025KBMP,Product Manager,Federal Acquisition Service,General Services Administration,0301,14,14,2020-03-11,2020-03-23,121316.0,157709.0,Full-time,N,N
562401300,NEAD203421396990EA,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-03-11,2020-03-11,121316.0,170800.0,Full-time,N,Y
561287800,20-CRT-DMT-009,Program Manager (Product Manager),"Offices, Boards and Divisions",Department of Justice,0340,15,15,2020-02-28,2020-03-13,142701.0,170800.0,Full-time,N,N
561288400,20-CRT-DMT-009,Program Manager (Product Manager),"Offices, Boards and Divisions",Department of Justice,0340,15,15,2020-02-28,2020-03-13,142701.0,170800.0,Full-time,N,N
561317700,SCBK202743141043,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-02-28,2020-03-13,111433.0,170403.0,Full-time,N,Y
560567400,NEAD203110708285,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2020-02-25,2020-03-06,121316.0,170800.0,Full-time,N,Y
556875500,NEAD202433844171,ASSISTANT PRODUCT MANAGER,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2020-01-17,2020-01-24,86335.0,133465.0,Full-time,N,N
554892100,NEAD192091517167,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-12-20,2020-01-09,117191.0,166500.0,Full-time,N,Y
554797600,NIH-OD-DE-20-10678003,IT Product Manager,National Institutes of Health,Department of Health and Human Services,2210,13,13,2019-12-19,2019-12-27,99172.0,128920.0,Full-time,N,N
554802900,NIH-OD-MP-20-10682623,IT Product Manager,National Institutes of Health,Department of Health and Human Services,2210,13,13,2019-12-19,2019-12-27,99172.0,128920.0,Full-time,N,N
551490900,NEBB191514461255EA,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-11-13,2019-11-13,117191.0,166500.0,Full-time,N,Y
549673300,NEAG10782539900HA,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2019-10-25,2019-11-04,83398.0,128920.0,Full-time,N,N
548788200,20CS2-HQN0075-0301-15-JN,Product Manager,Internal Revenue Service,Department of the Treasury,0301,15,15,2019-10-15,2019-10-28,137849.0,166500.0,Full-time,N,N
548264100,20CS2-HQM0075-0301-15-JN,PRODUCT MANAGER,Internal Revenue Service,Department of the Treasury,0301,15,15,2019-10-09,2019-10-23,137849.0,166500.0,Full-time,N,N
548787700,20CS2-HQM0075-0301-15-JN,PRODUCT MANAGER,Internal Revenue Service,Department of the Treasury,0301,15,15,2019-10-09,2019-10-23,137849.0,166500.0,Full-time,N,N
547561200,NEAS190625225100,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-10-02,2019-10-11,117191.0,166500.0,Full-time,N,Y
545535100,NEAG199805663473,DEPUTY PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-09-13,2019-09-18,117191.0,166500.0,Full-time,N,Y
544671500,DE-10585858-19-LT,Product Manager,U.S. Army Cyber Command,Department of the Army,0301,13,13,2019-09-05,2019-09-18,88704.0,115313.0,Full-time,N,N
544671700,ST-10585859-19-LT,Product Manager,U.S. Army Cyber Command,Department of the Army,0301,13,13,2019-09-05,2019-09-18,88704.0,115313.0,Full-time,N,N
544522700,NEAG199805663242,DEPUTY PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-09-04,2019-09-12,117191.0,166500.0,Full-time,N,Y
543476700,NEAG199554536720,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2019-08-23,2019-09-03,83398.0,128920.0,Full-time,N,N
542285900,NEAS199999999793,Acquisition Key Billet- Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2019-08-09,2019-09-10,108002.0,152352.0,Full-time,N,Y
541967600,NEAS199118380873EA,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-08-08,2019-08-14,117191.0,166500.0,Full-time,N,Y
541628100,HHS-PSC-MP-19-10552331,Occupational Health Product Manager,Program Support Center,Department of Health and Human Services,0340,14,14,2019-08-06,2019-08-12,112560.0,151115.0,Full-time,N,Y
541874900,NEAG199012480167,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-08-06,2019-08-15,117191.0,166500.0,Full-time,N,Y
538409900,NEAG197845060940EA,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-07-02,2019-07-02,117191.0,166500.0,Full-time,N,Y
538335100,DE-10513782-19-LT,Product Manager,U.S. Army Cyber Command,Department of the Army,0301,13,13,2019-07-01,2019-07-08,88704.0,115313.0,Full-time,N,N
538335500,ST-10513783-19-LT,Product Manager,U.S. Army Cyber Command,Department of the Army,0301,13,13,2019-07-01,2019-07-08,88704.0,115313.0,Full-time,N,N
536934500,NEAS197014222950,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-06-18,2019-06-27,117191.0,166500.0,Full-time,N,Y
536426600,NEAS196600361549,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-06-12,2019-06-21,117191.0,166500.0,Full-time,N,Y
534642600,SCBK195709990070,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-05-23,2019-06-10,108002.0,165150.0,Full-time,N,Y
532633400,NCBV195435643608,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-05-08,2019-05-14,114916.0,166500.0,Full-time,N,Y
531184400,NEAS194628863339,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-04-19,2019-04-28,117191.0,166500.0,Full-time,N,Y
530948800,NEAS194628863339,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-04-18,2019-04-27,117191.0,166500.0,Full-time,N,Y
529865900,NEAS194474534233EA,Product Management Engineer (ELECTRO OPTICS),U.S. Army Acquisition Support Center,Department of the Army,0801,3,3,2019-04-09,2019-04-13,83398.0,128920.0,Full-time,N,N
529026600,NEAS194367647807,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-03-29,2019-04-08,117191.0,166500.0,Full-time,N,Y
527896800,NEAG194204112434,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-03-20,2019-03-29,114590.0,164200.0,Full-time,N,Y
527999300,NEAS194220200952,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-03-20,2019-03-25,114590.0,164200.0,Full-time,N,Y
527364500,NEAG194100388399,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-03-14,2019-03-18,114590.0,164200.0,Full-time,N,Y
526508900,NCBV19401593-3018,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-03-11,2019-03-15,112830.0,164200.0,Full-time,N,Y
523031800,NEAS193513162526,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2019-02-01,2019-02-05,114590.0,164200.0,Full-time,N,Y
520660600,35356,Product Lead (Innovation) NF-4,U.S. Marine Corps,Department of the Navy,1101,04,04,2019-01-02,2019-01-30,75000.0,85000.0,Full-time,N,N
518777600,MCC-10373848-19-16-DAF,"Information Technology Specialist (Product Management), MCC-2210-3B",Millennium Challenge Corporation,Other Agencies and Independent Organizations,2210,14,14,2018-12-06,2018-12-12,83000.0,150308.0,Full-time,N,N
517437500,NEAG182569808421,DEPUTY PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-11-21,2018-11-26,114590.0,164200.0,Full-time,N,Y
515230600,34591,Product Manager (Innovation) NF4,U.S. Marine Corps,Department of the Navy,1101,04,04,2018-10-29,2018-11-26,75000.0,85000.0,Full-time,N,N
514545200,NEBB181892818854,Product Manager,U.S. Army Medical Command,Department of the Army,0601,3,3,2018-10-24,2018-10-31,96970.0,148967.0,Full-time,N,N
514542800,NEBB181944997187EA,HEALTH SCIENCE PRODUCT MANAGER,U.S. Army Medical Command,Department of the Army,0601,3,3,2018-10-23,2018-10-23,96970.0,148967.0,Full-time,N,N
513818600,ST-10328918-19-CR,PRODUCT MANAGER,Defense Health Agency,Department of Defense,0301,14,14,2018-10-15,2018-10-24,114590.0,148967.0,Full-time,N,N
512118500,NEAG181523883077,DEPUTY PRODUCT MANAGER (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-27,2018-10-09,114590.0,164200.0,Full-time,N,Y
511832900,NEGV189921364063R,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-24,2018-09-28,103106.0,157663.0,Full-time,N,Y
510902100,NEAS181177056156,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-17,2018-09-26,114590.0,164200.0,Full-time,N,Y
510467700,NEAG181085743594,Deputy Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-11,2018-09-17,114590.0,164200.0,Full-time,N,Y
510275700,NEAG181000171935,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-10,2018-09-19,114590.0,164200.0,Full-time,N,Y
509953900,NEGV189921360545R,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-05,2018-09-10,103106.0,157663.0,Full-time,N,Y
509622800,NEAS180823956498,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-09-04,2018-09-13,114590.0,164200.0,Full-time,N,Y
508382600,ST-10288295-18-DC,SUPERVISORY PRODUCT MANAGER,Defense Health Agency,Department of Defense,0301,15,15,2018-08-23,2018-08-29,134789.0,164200.0,Full-time,N,Y
507673300,NEAG180156888096,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-08-10,2018-08-17,114590.0,164200.0,Full-time,N,Y
507684300,NEAG180263250355,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-08-10,2018-08-15,105895.0,161927.0,Full-time,N,Y
507132800,NEGV180018729422,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-08-06,2018-08-15,103106.0,157663.0,Full-time,N,Y
506402300,NEGV189921369619,DEPUTY PRODUCT MANAGER (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-07-27,2018-08-06,103106.0,157663.0,Full-time,N,Y
505968000,ST-10267564-18-CJS,PRODUCT MANAGER,Defense Health Agency,Department of Defense,0301,14,14,2018-07-25,2018-07-30,114590.0,148967.0,Full-time,N,N
505812400,NEAS189705104807,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-07-23,2018-08-01,114590.0,164200.0,Full-time,N,Y
504862700,NEAG189491963213,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-07-16,2018-07-20,114590.0,164200.0,Full-time,N,Y
504954900,NEAG189379130569EA,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-07-13,2018-07-17,114590.0,164200.0,Full-time,N,Y
504026300,NEAG189246130405,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-07-03,2018-07-13,114590.0,164200.0,Full-time,N,Y
504027600,NEAG189201654258,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2018-07-02,2018-07-11,81548.0,126062.0,Full-time,N,N
501581200,NEAS189999998730,Acquisition Key Billet- Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2018-06-11,2018-07-26,105895.0,148967.0,Full-time,N,Y
501823700,NCBV18845896-3091,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-06-11,2018-06-20,112830.0,164200.0,Full-time,N,Y
500631100,SCBK185776408453,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-05-25,2018-06-11,105895.0,161927.0,Full-time,N,Y
499901600,NEAS187930702516,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-05-21,2018-05-30,114590.0,164200.0,Full-time,N,Y
498600200,NCBV18764370-4939,DEPUTY PRODUCT MANAGER (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-05-08,2018-05-17,112830.0,164200.0,Full-time,N,Y
495233800,NEBB186873068303,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-03-29,2018-04-02,114590.0,164200.0,Full-time,N,Y
494335600,NEBB180000001715EA,DEPUTY PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-03-20,2018-03-21,114590.0,164200.0,Full-time,N,Y
492957000,NEAG186430260228,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-03-07,2018-03-12,114590.0,164200.0,Full-time,N,Y
492676300,18-131-GLM-ICTAP,Management & Program Analyst (Product Owner),Office of Personnel Management,Other Agencies and Independent Organizations,0343,14,14,2018-03-01,2018-03-05,114590.0,148967.0,Full-time,N,N
488996600,NEAS185574142169,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2018-01-19,2018-01-25,114590.0,164200.0,Full-time,N,Y
488436800,NEAG185416709954,Assistant Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,3,3,2018-01-11,2018-01-22,81548.0,126062.0,Full-time,N,N
486050800,NCBV17DEC482529-94962,DEPUTY PRODUCT MANAGER (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-12-13,2017-12-22,110769.0,161900.0,Full-time,N,Y
459035000,NCAS167178041869622,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-12-12,2017-12-30,108887.0,160300.0,Full-time,N,N
485592900,NEGV17XXXXXX6625,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-12-05,2017-12-18,101409.0,155073.0,Full-time,N,Y
485271800,NEBB174576403302,PRODUCT LEAD (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-11-28,2017-12-07,112021.0,161900.0,Full-time,N,N
484728500,NCBV17455626-10084297,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-11-20,2017-11-30,110769.0,161900.0,Full-time,N,Y
484074200,NEBK174451818692,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-11-09,2017-11-20,103842.0,158793.0,Full-time,N,Y
482969700,NEBB173436570485,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-10-27,2017-11-06,112021.0,161900.0,Full-time,N,Y
482531700,NEBB173436572824,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-10-23,2017-11-01,112021.0,161900.0,Full-time,N,Y
481464400,NEAG173067888618,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-10-06,2017-10-16,112021.0,161900.0,Full-time,N,Y
479091000,NEAG173090797757,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-09-25,2017-10-04,103842.0,158793.0,Full-time,N,Y
479649500,NEAS173090248441EA,Product Management Engineer (Electro Optics),U.S. Army Acquisition Support Center,Department of the Army,0801,3,3,2017-09-18,2017-09-20,79720.0,123234.0,Full-time,N,N
477940900,NEAE1726166410039216EA,DEPUTY PRODUCT MANAGER (ACQUISITION),U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-08-25,2017-08-29,112021.0,161900.0,Full-time,N,Y
474994300,NEBB172242451990131,Product Manager,U.S. Army Medical Command,Department of the Army,0601,03,03,2017-08-23,2017-09-05,94796.0,145629.0,Full-time,N,N
477640000,SCBK1722799920000669,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-08-23,2017-09-06,103842.0,158793.0,Full-time,N,Y
476073200,NEBB172477161995493,Health Science Product Manager,U.S. Army Medical Command,Department of the Army,0601,03,03,2017-08-22,2017-08-28,94796.0,145629.0,Full-time,N,N
464204200,NCBV17242124-1913597,Assistant Project / Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-08-16,2017-08-25,110769.0,161900.0,Full-time,N,N
476676600,NEAS173998971989192,Product Management Engineer (Electro Optics),U.S. Army Acquisition Support Center,Department of the Army,0801,03,03,2017-08-11,2017-08-21,79720.0,123234.0,Full-time,N,N
476013100,SCBK170945331995050,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-08-08,2017-08-22,103842.0,158793.0,Full-time,N,Y
474246800,NCBV17189693-1986253,Deputy Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-07-24,2017-08-02,110769.0,161900.0,Full-time,N,Y
473617200,FY18-PM-01,Acquisition Key Billet - Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2017-07-17,2017-08-30,101409.0,145629.0,Full-time,N,Y
473797000,NCBV180410-1983783,Deputy Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-07-17,2017-07-21,110769.0,161900.0,Full-time,N,Y
474346900,NEAS179999995007,Acquisition Key Billet- Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,4,4,2017-07-17,2017-08-30,101409.0,145629.0,Full-time,N,Y
474546200,NEAS179999998116,Acquisition Key Billet- Product Manager or Acquisition Director,U.S. Army Acquisition Support Center,Department of the Army,0340,14,14,2017-07-17,2017-08-30,101409.0,145629.0,Full-time,N,Y
472189100,NEAG171567021956627,Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-07-03,2017-07-12,112021.0,161900.0,Full-time,N,Y
472519500,NEAS171442701976218,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-06-28,2017-07-07,112021.0,161900.0,Full-time,N,Y
472923200,NEAG171442701972165,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-06-28,2017-07-28,112021.0,161900.0,Full-time,N,Y
471983600,NEAG171251271972726,Deputy Product Lead (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-06-14,2017-06-23,103842.0,158793.0,Full-time,N,Y
468259700,SH-10008849,Supervisory Program Analyst (Chief Product Owner),Social Security Administration,Other Agencies and Independent Organizations,0343,15,15,2017-04-24,2017-04-28,131767.0,161900.0,Full-time,N,Y
465902400,NEAG170275881919249,Deputy Product Manager (Acquisition),U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-04-17,2017-04-26,101409.0,155073.0,Full-time,N,Y
465165200,NEAG170264161919222EA,Deputy Product Manager,U.S. Army Acquisition Support Center,Department of the Army,0340,04,04,2017-04-14,2017-04-24,101548.0,160300.0,Full-time,N,Y
465883400,NEAG179902991919234EA,Product Management Engineer (Electro Optics),U.S. Army Acquisition Support Center,Department of the Army,0801,03,03,2017-03-27,2017-03-27,79720.0,123234.0,Full-time,N,N
464835900,SIL-10005871-17-BM-595257-E,PRODUCT MANAGER,Defense Health Agency,Department of Defense,0301,14,14,2017-03-01,2017-03-03,101409.0,131833.0,Full-time,N,N
