service_type,position_location,occupation_series,occupation_name,grade_code,low_grade,high_grade,usajobs_control_number,position_title,hiring_agency,position_open_date,position_close_date,occupation_full,grade_level
Excepted,"Portland, Oregon",0083,Police,GS-7/8,7,8,828353500,POLICE OFFICER (TITLE 32),Department of the Air Force,2025-09-16 16:30:47.420,2025-09-26T23:59:59.9970,0083 - Police,GS-7/8
Competitive,"Washington, District of Columbia",0083,Police,SP-1,1,1,846056900,Private (Police Officer),Department of the Interior,2025-09-16 09:08:30.283,2025-09-26T23:59:59.9970,0083 - Police,SP-1
Competitive,"Washington, District of Columbia",0083,Police,SP-9,9,9,846081500,Deputy Chief US Park Police,Department of the Interior,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0083 - Police,SP-9
Excepted,"Marietta, Georgia",0085,Security Guard,GS-5,5,5,845834700,SECURITY GUARD - TITLE 32,Department of the Army,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0085 - Security Guard,GS-5
Competitive,"Natick, Massachusetts",0085,Security Guard,GS-9,9,9,846126000,SUPERVISORY SECURITY GUARD,Department of the Army,2025-09-17 00:00:00.000,2025-09-29T23:59:59.9970,0085 - Security Guard,GS-9
Competitive,"Naval Air Station Jacksonville, Florida",0086,Security Clerical and Assistance,GS-7,7,7,845641500,SECURITY ASSISTANT,Department of the Navy,2025-09-17 00:00:00.000,2025-09-22T23:59:59.9970,0086 - Security Clerical and Assistance,GS-7
Competitive,"Reno, Nevada",0086,Security Clerical and Assistance,GS-5,5,5,846099000,Security Assistant,Department of Veterans Affairs,2025-09-16 12:17:26.887,2025-09-25T23:59:59.9970,0086 - Security Clerical and Assistance,GS-5
Excepted,"Lakewood, Colorado",0089,Emergency Management Specialist,IC-13,13,13,846097400,Emergency Management Specialist,Department of Homeland Security,2025-09-16 12:10:40.567,2025-09-23T23:59:59.9970,0089 - Emergency Management Specialist,IC-13
Excepted,"Kansas City, Missouri",0089,Emergency Management Specialist,IC-9/12,9,12,846122600,Emergency Management Specialist (Recovery),Department of Homeland Security,2025-09-16 13:57:44.067,2025-09-22T23:59:59.9970,0089 - Emergency Management Specialist,IC-9/12
Excepted,"Washington, District of Columbia",0089,Emergency Management Specialist,AD-00,00,00,846166000,State Office Program Manager (Construction) #759,Legislative Branch,2025-08-29 00:00:00.000,2025-09-22T23:59:59.9970,0089 - Emergency Management Specialist,AD-00
Competitive,"Herlong Sierra Ordnance Depot, California",0101,Social Science,GS-09/11,09,11,846094700,Correctional Treatment Specialist (Drug Abuse Treatment Specialist),Department of Justice,2025-09-16 12:05:27.017,2025-09-23T23:59:59.9970,0101 - Social Science,GS-09/11
Excepted,"Dayton, Ohio",0101,Social Science,GS-9/11,9,11,846107600,Addiction Therapist (Licensed Master's),Department of Veterans Affairs,2025-09-16 12:52:20.953,2025-09-26T23:59:59.9970,0101 - Social Science,GS-9/11
Competitive,"Washington, District of Columbia",0101,Social Science,NF-4,4,4,846122000,"Generalist Counseling, Advocacy and Prevention Program Analyst (Quality Assurance)",Department of the Navy,2025-09-16 13:54:15.203,2025-09-23T23:59:59.9970,0101 - Social Science,NF-4
Competitive,"Lemoore, California",0101,Social Science,NF-4,4,4,846153100,FFSP Clinical Counselor,Department of the Navy,2025-09-16 16:13:43.093,2025-09-26T23:59:59.9970,0101 - Social Science,NF-4
Competitive,"Oceanside, California",0101,Social Science,NF-04,04,04,846168800,CLINICAL COUNSELOR COMMUNITY COUNSELING CENTER NF4,Department of the Navy,2025-09-16 19:16:08.920,2025-10-17T23:59:59.9970,0101 - Social Science,NF-04
Competitive,"Wilmington, North Carolina",0102,Social Science Aid and Technician,GS-6/9,6,9,846052100,Peer Specialist (Substance Treatment and Recovery Program-STAR),Department of Veterans Affairs,2025-09-16 08:48:57.927,2025-09-26T23:59:59.9970,0102 - Social Science Aid and Technician,GS-6/9
Competitive,"Los Angeles, California",0102,Social Science Aid and Technician,GS-6/9,6,9,846161600,PEER SPECIALIST,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0102 - Social Science Aid and Technician,GS-6/9
Competitive,"Clarksburg, West Virginia",0119,Economics Assistant,GS-6,6,6,846066600,Economic Assistant (Part-time),Department of Labor,2025-09-16 09:55:47.310,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Reading, Pennsylvania",0119,Economics Assistant,GS-6,6,6,846068700,Economic Assistant (Part-time),Department of Labor,2025-09-16 10:04:41.050,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Riverside, California",0119,Economics Assistant,GS-6,6,6,846069800,Economic Assistant (Part-time),Department of Labor,2025-09-16 10:11:27.670,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Miami, Florida",0119,Economics Assistant,GS-6,6,6,846073700,Economic Assistant (Spanish) - Part-Time,Department of Labor,2025-09-16 10:31:25.890,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Fort Myers, Florida",0119,Economics Assistant,GS-6,6,6,846079500,Economic Assistant (Part-Time),Department of Labor,2025-09-16 10:53:02.617,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Florence, Alabama",0119,Economics Assistant,GS-6,6,6,846091100,Economic Assistant (Part-Time),Department of Labor,2025-09-16 11:43:28.440,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Birmingham, Alabama",0119,Economics Assistant,GS-6,6,6,846092300,Economic Assistant (Part-Time),Department of Labor,2025-09-16 11:50:01.020,2025-09-22T23:59:59.9970,0119 - Economics Assistant,GS-6
Competitive,"Washington, District of Columbia",0130,Foreign Affairs,GS-13,13,13,846086600,International Relations Specialist,Department of Homeland Security,2025-09-16 11:24:36.080,2025-09-26T23:59:59.9970,0130 - Foreign Affairs,GS-13
Excepted,"Fort Meade, Maryland",0132,Intelligence,GG-11/15,11,15,846087500,Research Scientist/Computer Systems Researcher - Mid to Expert Level (Maryland),Department of Defense,2025-09-16 11:29:18.720,2025-09-21T23:59:59.9970,0132 - Intelligence,GG-11/15
Excepted,"Offutt AFB, Nebraska",0132,Intelligence,GG-11,11,11,846120300,INTELLIGENCE SPECIALIST,Department of the Air Force,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0132 - Intelligence,GG-11
Excepted,"National Maritime Intelligence Center, Maryland",0132,Intelligence,GG-13,13,13,846167500,INTELLIGENCE SPECIALIST,Department of the Navy,2025-09-17 00:00:00.000,2025-09-19T23:59:59.9970,0132 - Intelligence,GG-13
Excepted,"Columbus, Ohio",0180,Psychology,GS-11/13,11,13,846051000,Staff Psychologist,Department of Veterans Affairs,2025-09-16 08:42:06.200,2025-09-22T23:59:59.9970,0180 - Psychology,GS-11/13
Competitive,"Annapolis, Maryland",0180,Psychology,GS-13,13,13,846054300,CLINICAL PSYCHOLOGIST (BEHAVIORAL HEALTH CONSULTANT),Department of Defense,2025-09-16 08:57:36.577,2025-09-24T23:59:59.9970,0180 - Psychology,GS-13
Excepted,"Lincoln, Nebraska",0180,Psychology,GS-11/13,11,13,846054400,Staff Psychologist - Behavioral Health Interdisciplinary Program (BHIP),Department of Veterans Affairs,2025-09-16 16:13:02.900,2025-09-23T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Minneapolis, Minnesota",0180,Psychology,GS-11/13,11,13,846076700,Psychologist - Clinician Investigators Team,Department of Veterans Affairs,2025-09-16 10:44:17.800,2025-09-25T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Houston, Texas",0180,Psychology,GS-14,14,14,846078400,Psychology Program Manager,Department of Veterans Affairs,2025-09-16 10:48:44.570,2025-09-26T23:59:59.9970,0180 - Psychology,GS-14
Excepted,"Houston, Texas",0180,Psychology,GS-14,14,14,846079700,Psychology Program Manager,Department of Veterans Affairs,2025-09-16 10:53:29.143,2025-09-26T23:59:59.9970,0180 - Psychology,GS-14
Excepted,"Mather AFB, California",0180,Psychology,GS-11/13,11,13,846111800,Staff Psychologist (Behavioral Health Interdisciplinary Program),Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Tuskegee, Alabama",0180,Psychology,GS-11/13,11,13,846131700,Psychologist,Department of Veterans Affairs,2025-09-16 14:41:35.497,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Tuskegee, Alabama",0180,Psychology,GS-11/13,11,13,846132000,Psychologist,Department of Veterans Affairs,2025-09-16 14:42:37.963,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Aurora, Colorado",0180,Psychology,GS-11/13,11,13,846151800,Psychologist BHIP Therapist,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Aurora, Colorado",0180,Psychology,GS-11/13,11,13,846152000,Psychologist BHIP Therapist,Department of Veterans Affairs,2025-09-16 16:09:59.397,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Butte, Montana",0180,Psychology,GS-11/13,11,13,846163500,Staff Psychologist (BHIP),Department of Veterans Affairs,2025-09-16 19:46:07.657,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Butte, Montana",0180,Psychology,GS-11/13,11,13,846163600,Staff Psychologist (BHIP),Department of Veterans Affairs,2025-09-16 17:34:51.133,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Competitive,"Naval Air Station Pensacola, Florida",0180,Psychology,GS-9/11,9,11,846165500,PERSONNEL PSYCHOLOGIST/INSTRUCTIONAL SYSTEMS SPECIALIST,Department of the Navy,2025-09-17 00:00:00.000,2025-09-23T23:59:59.9970,0180 - Psychology,GS-9/11
Excepted,"Vancouver, Washington",0180,Psychology,GS-11/13,11,13,846168200,Staff Psychologist,Department of Veterans Affairs,2025-09-15 00:00:00.000,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Excepted,"Vancouver, Washington",0180,Psychology,GS-11/13,11,13,846168300,Staff Psychologist,Department of Veterans Affairs,2025-09-15 00:00:00.000,2025-09-26T23:59:59.9970,0180 - Psychology,GS-11/13
Competitive,"Camp Humphreys, South Korea",0180,Psychology,GS-13,13,13,846171200,Clinical Psychologist,Department of Defense,2025-09-16 00:00:00.000,2025-09-25T23:59:59.9970,0180 - Psychology,GS-13
Excepted,"Chesapeake County, Virginia",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846054200,Licensed Professional Mental Health Counselor (Care Coordinator),Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Martinsburg, West Virginia",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846128900,Licensed Professional Mental Health Counselor,Department of Veterans Affairs,2025-09-16 14:30:17.800,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Martinsburg, West Virginia",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846130400,Licensed Professional Mental Health Counselor,Department of Veterans Affairs,2025-09-16 14:36:32.113,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Washington, District of Columbia",0183,Licensed Professional Mental Health Counselor,HS-12,12,12,846137900,"Manager, Office of Employee Assistance",Legislative Branch,2025-09-16 15:01:02.393,2025-10-01T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,HS-12
Excepted,"Aurora, Colorado",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846152100,Licensed Professional Mental Health Counselor BHIP Therapist,Department of Veterans Affairs,2025-09-16 16:09:59.867,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Aurora, Colorado",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846152300,Licensed Professional Mental Health Counselor BHIP Therapist,Department of Veterans Affairs,2025-09-16 16:10:01.293,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Spokane, Washington",0183,Licensed Professional Mental Health Counselor,GS-12,12,12,846158000,Supervisory Licensed Professional Mental Health Counselor-HUD-VASH,Department of Veterans Affairs,2025-09-16 16:41:17.710,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-12
Excepted,"Spokane, Washington",0183,Licensed Professional Mental Health Counselor,GS-12,12,12,846158500,Supervisory Licensed Professional Mental Health Counselor-HUD-VASH,Department of Veterans Affairs,2025-09-16 16:43:36.970,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-12
Excepted,"Butte, Montana",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846163700,Licensed Professional Mental Health Counselor (BHIP),Department of Veterans Affairs,2025-09-16 17:39:02.033,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Butte, Montana",0183,Licensed Professional Mental Health Counselor,GS-9/11,9,11,846163900,Licensed Professional Mental Health Counselor (BHIP),Department of Veterans Affairs,2025-09-16 17:37:48.603,2025-09-26T23:59:59.9970,0183 - Licensed Professional Mental Health Counselor,GS-9/11
Excepted,"Durham, North Carolina",0185,Social Work,GS-12,12,12,846050800,Social Worker-Program Coordinator HUD-VASH,Department of Veterans Affairs,2025-09-16 08:41:15.907,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Bedford, Massachusetts",0185,Social Work,GS-12,12,12,846051500,Senior Social Worker,Department of Veterans Affairs,2025-09-16 08:45:34.207,2025-09-23T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Columbia, South Carolina",0185,Social Work,GS-12,12,12,846051700,Senior Social Worker - Caregiver Support Program Clinical Assessor,Department of Veterans Affairs,2025-09-16 08:46:48.993,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Kansas City, Missouri",0185,Social Work,GS-12,12,12,846056500,Social Worker (Program Coordinator) - Spinal Cord Injury,Department of Veterans Affairs,2025-09-16 12:04:57.077,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Fort Harrison, Montana",0185,Social Work,GS-9/11,9,11,846057800,Social Worker - Acute Inpatient Discharge Planning,Department of Veterans Affairs,2025-09-16 09:15:23.243,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Billings, Montana",0185,Social Work,GS-12,12,12,846058700,Social Worker - Program Coordinator - Caregiver Support Program,Department of Veterans Affairs,2025-09-16 09:21:23.553,2025-09-19T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Fredericksburg, Virginia",0185,Social Work,GS-12,12,12,846064600,Supervisory Social Worker,Department of Veterans Affairs,2025-09-16 09:46:46.417,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Boise, Idaho",0185,Social Work,GS-12,12,12,846065300,Senior Social Worker (Home Based Primary Care Program),Department of Veterans Affairs,2025-09-16 09:55:08.227,2025-09-22T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"East Orange, New Jersey",0185,Social Work,GS-12,12,12,846065400,Senior Social Worker- VISN-2 Centralized Eligibility and Appeals Team (CEAT),Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Competitive,"Greenville, North Carolina",0185,Social Work,GS-11,11,11,846067700,Social Worker - HUD VASH,Department of Veterans Affairs,2025-09-16 12:05:46.780,2025-09-25T23:59:59.9970,0185 - Social Work,GS-11
Excepted,"Prescott, Arizona",0185,Social Work,GS-12,12,12,846081600,Social Worker (Program Coordinator) - Spinal Cord Injury,Department of Veterans Affairs,2025-09-16 11:00:29.463,2025-11-14T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Albuquerque, New Mexico",0185,Social Work,GS-12,12,12,846088000,Senior Social Worker/ BHIP Care Coordinator,Department of Veterans Affairs,2025-09-16 11:53:52.457,2025-12-16T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Albuquerque, New Mexico",0185,Social Work,GS-11,11,11,846093900,Social Worker (OMH),Department of Veterans Affairs,2025-09-16 11:57:05.247,2025-12-16T23:59:59.9970,0185 - Social Work,GS-11
Excepted,"Wilkes Barre, Pennsylvania",0185,Social Work,GS-12,12,12,846094800,Social Worker -Program Coordinator,Department of Veterans Affairs,2025-09-16 14:20:03.013,2025-09-25T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Butler, Pennsylvania",0185,Social Work,GS-9/11,9,11,846104300,Domiciliary Social Worker,Department of Veterans Affairs,2025-09-16 12:37:37.090,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Butler, Pennsylvania",0185,Social Work,GS-9/11,9,11,846104800,Domiciliary Social Worker,Department of Veterans Affairs,2025-09-16 12:38:36.533,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Sheridan, Wyoming",0185,Social Work,GS-9/11,9,11,846105400,Social Worker - Inpatient Community Living Center Unit(s),Department of Veterans Affairs,2025-09-16 12:41:49.423,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Columbus, Ohio",0185,Social Work,GS-12,12,12,846108800,Supervisory Social Worker,Department of Veterans Affairs,2025-09-16 12:59:35.057,2025-09-22T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Phoenix, Arizona",0185,Social Work,GS-11,11,11,846113000,Social Worker - BHIP,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0185 - Social Work,GS-11
Excepted,"Prescott, Arizona",0185,Social Work,GS-9/11,9,11,846119600,Social Worker- Home Based Primary Care,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-10-17T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Hampton, Virginia",0185,Social Work,GS-9/11,9,11,846123700,Social Worker,Department of Veterans Affairs,2025-09-16 14:04:43.237,2025-09-24T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Prescott, Arizona",0185,Social Work,GS-12,12,12,846124400,Social Worker (Program Coordinator)- Caregiver Support Program,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-10-17T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Phoenix, Arizona",0185,Social Work,GS-9/11,9,11,846125800,Social Worker (32nd St. Clinic),Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-25T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Fredericksburg, Virginia",0185,Social Work,GS-9/11,9,11,846140000,Social Worker,Department of Veterans Affairs,2025-09-16 15:09:30.207,2025-09-24T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Denver, Colorado",0185,Social Work,GS-9/11,9,11,846146200,Social Worker (Healthcare for Homeless Veterans),Department of Veterans Affairs,2025-09-16 15:37:18.720,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Competitive,"Sheppard AFB, Texas",0185,Social Work,GS-12,12,12,846148100,Social Worker (Behavioral Health Consultant),Department of Defense,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Competitive,"Denver, Colorado",0185,Social Work,GS-9/11,9,11,846148800,Social Worker (Healthcare for Homeless Veterans),Department of Veterans Affairs,2025-09-16 15:54:18.230,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Bay Pines, Florida",0185,Social Work,GS-12,12,12,846151000,Senior Social Worker-VISN 8 CRH Caregiver Support Program,Department of Veterans Affairs,2025-09-17 00:00:00.000,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Garner, North Carolina",0185,Social Work,GS-11,11,11,846151600,Social Worker,Department of Veterans Affairs,2025-09-16 16:07:00.270,2025-09-26T23:59:59.9970,0185 - Social Work,GS-11
Excepted,"Aurora, Colorado",0185,Social Work,GS-9/11,9,11,846152400,Social Worker BHIP Therapist,Department of Veterans Affairs,2025-09-16 16:10:01.373,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Aurora, Colorado",0185,Social Work,GS-9/11,9,11,846152500,Social Worker BHIP Therapist Pay Plan-Series-Grade,Department of Veterans Affairs,2025-09-16 16:10:01.760,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Spokane, Washington",0185,Social Work,GS-12,12,12,846157000,Supervisory Social Worker- Housing and Urban Development- VA Supportive Housing (HUD-VASH),Department of Veterans Affairs,2025-09-15 00:00:00.000,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Spokane, Washington",0185,Social Work,GS-12,12,12,846157400,Supervisory Social Worker- Housing and Urban Development- VA Supportive Housing (HUD-VASH),Department of Veterans Affairs,2025-09-16 16:37:45.533,2025-09-26T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Butte, Montana",0185,Social Work,GS-9/11,9,11,846163100,Social Worker (BHIP),Department of Veterans Affairs,2025-09-16 17:31:04.073,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Butte, Montana",0185,Social Work,GS-9/11,9,11,846163400,Social Worker (BHIP),Department of Veterans Affairs,2025-09-16 17:32:51.653,2025-09-26T23:59:59.9970,0185 - Social Work,GS-9/11
Excepted,"Aurora, Colorado",0185,Social Work,GS-12,12,12,846172300,Senior Social Worker Primary Care Mental Health Integration (PCMHI) Therapist,Department of Veterans Affairs,2025-09-16 00:00:00.000,2025-09-24T23:59:59.9970,0185 - Social Work,GS-12
Excepted,"Aurora, Colorado",0185,Social Work,GS-12,12,12,846172400,Senior Social Worker Primary Care Mental Health Integration (PCMHI) Therapist,Department of Veterans Affairs,2025-09-16 00:00:00.000,2025-09-24T23:59:59.9970,0185 - Social Work,GS-12
Competitive,"Norfolk, Virginia",0188,Recreation Specialist,NF-4,4,4,846058400,Afloat Recreation Specialist (Fun Boss),Department of the Navy,2025-09-16 09:18:21.613,2025-09-26T23:59:59.9970,0188 - Recreation Specialist,NF-4
Competitive,"Norfolk, Virginia",0188,Recreation Specialist,NF-3,3,3,846072400,Rec Specialist (Fitness) GEI,Department of the Navy,2025-09-15 00:00:00.000,2025-09-23T23:59:59.9970,0188 - Recreation Specialist,NF-3
Competitive,"Kaiserslautern, Germany",0188,Recreation Specialist,GS-9,9,9,846109300,SUPV RECREATION SPEC (YOUTH ACTIVITIES),Department of the Air Force,2025-09-16 13:01:04.977,2025-09-23T23:59:59.9970,0188 - Recreation Specialist,GS-9
Competitive,"San Diego, California",0188,Recreation Specialist,NF-3,3,3,846136300,MWR Supervisory Recreation Specialist (Community Recreation Programmer),Department of the Navy,2025-09-16 14:55:32.503,2025-09-21T23:59:59.9970,0188 - Recreation Specialist,NF-3
Competitive,"San Diego, California",0188,Recreation Specialist,NF-3,3,3,846155500,MWR Recreation Specialist (Fitness),Department of the Navy,2025-09-16 16:25:00.257,2025-09-26T23:59:59.9970,0188 - Recreation Specialist,NF-3
Competitive,"Lemoore, California",0188,Recreation Specialist,NF-3,3,3,846163200,MWR Supervisory Recreation Specialist (Auto Skills),Department of the Navy,2025-09-16 17:32:02.347,2025-09-26T23:59:59.9970,0188 - Recreation Specialist,NF-3
Competitive,"Fort Gordon, Georgia",0189,Recreation Aid And Assistant,NF-2,2,2,846045800,Recreation Assistant NF-02,Department of the Army,2025-09-16 08:03:01.110,2025-09-23T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Dahlgren, Virginia",0189,Recreation Aid And Assistant,NF-2,2,2,846050200,Recreation Assistant,Department of the Navy,2025-09-16 08:39:09.013,2025-09-21T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Pentagon, Arlington, Virginia",0189,Recreation Aid And Assistant,NF-1,1,1,846055400,Recreation Aid (Physical Fitness) NF-01,Department of the Army,2025-09-16 09:02:12.913,2025-09-25T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-1
Competitive,"Barksdale AFB, Louisiana",0189,Recreation Aid And Assistant,NF-2,2,2,846064400,RECREATION ASSISTANT,Department of the Air Force,2025-09-16 09:45:31.163,2025-09-25T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Portsmouth, Virginia",0189,Recreation Aid And Assistant,NF-1/2,1,2,846080400,Recreation Assistant Lifeguard,Department of the Navy,2025-09-15 00:00:00.000,2025-09-23T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-1/2
Competitive,"Bethesda, Maryland",0189,Recreation Aid And Assistant,NF-2,2,2,846089400,Recreation Assistant (Sports),Department of the Navy,2025-09-16 11:38:12.517,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Altus AFB, Oklahoma",0189,Recreation Aid And Assistant,NF-1,1,1,846117800,RECREATION AID (FITNESS),Department of the Air Force,2025-09-16 13:37:01.527,2025-12-12T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-1
Competitive,"Altus AFB, Oklahoma",0189,Recreation Aid And Assistant,NF-2,2,2,846120900,RECREATION ASSISTANT (OPERATIONS AND SPORTS),Department of the Air Force,2025-09-16 13:50:02.523,2025-12-12T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Coronado, California",0189,Recreation Aid And Assistant,NF-2,2,2,846121400,MWR Recreation Assistant (Fitness),Department of the Navy,2025-09-16 13:52:52.153,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"San Diego, California",0189,Recreation Aid And Assistant,NF-2,2,2,846125500,MWR Recreation Assistant,Department of the Navy,2025-09-16 15:16:03.013,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Coronado, California",0189,Recreation Aid And Assistant,NF-2,2,2,846157500,MWR Recreation Assistant (Liberty),Department of the Navy,2025-09-16 16:37:46.540,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Ellsworth AFB, South Dakota",0189,Recreation Aid And Assistant,NF-2,2,2,846161900,RECREATON ASSISTANT (SWIM INSTRUCTOR),Department of the Air Force,2025-09-17 00:00:00.000,2025-09-25T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Honolulu, Hawaii",0189,Recreation Aid And Assistant,NF-1,1,1,846168500,Recreation Aid (Paintball Attendant) - Hickam Beach,Department of the Navy,2025-09-16 19:01:49.447,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-1
Competitive,"Fort Belvoir, Virginia",0189,Recreation Aid And Assistant,NF-1,1,1,846169100,Recreation Aid NF-01,Department of the Army,2025-09-17 00:00:00.000,2025-09-24T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-1
Competitive,"Honolulu, Hawaii",0189,Recreation Aid And Assistant,NF-2,2,2,846170900,Recreation Assistant - Outdoor Adventure Center,Department of the Navy,2025-09-16 00:00:00.000,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Honolulu, Hawaii",0189,Recreation Aid And Assistant,NF-2,2,2,846171700,Recreation Assistant (Community Recreation) - Hickam Harbor,Department of the Navy,2025-09-16 00:00:00.000,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Honolulu, Hawaii",0189,Recreation Aid And Assistant,NF-2,2,2,846172000,"Recreation Assistant - Information, Tickets & Travel (ITT)",Department of the Navy,2025-09-16 00:00:00.000,2025-09-26T23:59:59.9970,0189 - Recreation Aid And Assistant,NF-2
Competitive,"Los Angeles County, California",0201,Human Resources Management,NH-4,4,4,796793600,Deputy Director of Human Capital,Department of the Air Force,2025-09-16 13:47:18.253,2025-09-23T23:59:59.9970,0201 - Human Resources Management,NH-4
