questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12770733,841523200,Bartender NA-03,O2NAFBW-25-12770733,Department of the Army,7405,Bartending,2025-07-24 09:47:40.713,2025-08-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.951323
https://apply.usastaffing.gov/ViewQuestionnaire/12771299,841571300,BARTENDER,25-4UFSWC0930097,Department of the Air Force,7405,Bartending,2025-07-24 13:19:15.590,2025-09-24T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.951519
https://apply.usastaffing.gov/ViewQuestionnaire/12770829,841621900,Bartender NA-03,O4NAFHU-25-12770829,Department of the Army,7405,Bartending,2025-07-24 17:37:42.157,2025-08-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.951693
https://apply.usastaffing.gov/ViewQuestionnaire/12768688,841596100,Meatcutting Worker,DECA-25-12768688-DE,Department of Defense,7407,Meatcutting,2025-07-24 15:09:36.713,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.951962
https://apply.usastaffing.gov/ViewQuestionnaire/12770008,841600100,Meatcutting Worker,DECA-25-12770008-MP,Department of Defense,7407,Meatcutting,2025-07-24 15:27:14.847,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.952229
https://apply.usastaffing.gov/ViewQuestionnaire/12769120,841536800,Food Service Worker,CBSV-12769120-25-SE,Department of Veterans Affairs,7408,Food Service Working,2025-07-24 10:45:59.823,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.952576
https://apply.usastaffing.gov/ViewQuestionnaire/12771286,841568300,Child and Youth Program Food Service Worker,25-12771286,Department of the Navy,7408,Food Service Working,2025-07-24 13:05:30.723,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.952789
https://apply.usastaffing.gov/ViewQuestionnaire/12769890,841578100,Food Service Worker - Pier Side Bowling,25623,Department of the Navy,7408,Food Service Working,2025-07-24 13:51:30.390,2025-08-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.952963
https://apply.usastaffing.gov/ViewQuestionnaire/12771502,841607800,Food Service Worker,25-12771502,Department of the Navy,7408,Food Service Working,2025-07-24 15:55:08.330,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.953158
https://apply.usastaffing.gov/ViewQuestionnaire/12771572,841623500,FOOD SERVICE WORKER,254OFSWB-930975,Department of the Air Force,7408,Food Service Working,2025-07-24 18:01:26.230,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.953338
https://apply.usastaffing.gov/ViewQuestionnaire/12771652,841631900,CHILD AND YOUTH PROGRAM FOOD SERVICE WORKER,JRM-25-403,Department of the Navy,7408,Food Service Working,2025-07-24 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.953593
https://apply.usastaffing.gov/ViewQuestionnaire/12770940,841553800,AIRCRAFT OVERHAUL SUPERVISOR,42-ARTE-12770940-918034-KMR,Department of the Air Force,8801,Miscellaneous Aircraft Overhaul,2025-07-24 12:00:02.417,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.954058
https://apply.usastaffing.gov/ViewQuestionnaire/12771387,841592000,AIRCRAFT OVERHAUL LEADER,6Q-ARTE-12771387-916687-ALG,Department of the Air Force,8801,Miscellaneous Aircraft Overhaul,2025-07-24 14:56:05.490,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.954339
https://apply.usastaffing.gov/ViewQuestionnaire/12770509,841518200,Aircraft Mechanic,258Y-FSWA929067,Department of the Air Force,8852,Aircraft Mechanic,2025-07-24 09:18:02.687,2025-08-06T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.954542
https://apply.usastaffing.gov/ViewQuestionnaire/12771581,841623000,AIRCRAFT MECHANIC,24-4QFSWA929960,Department of the Air Force,8852,Aircraft Mechanic,2025-07-24 17:51:36.587,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-25T20:43:41.954742
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177629,841638300,Warden,MSS-2025-0004,Department of Justice,0006,Correctional Institution Administration,2025-07-25 11:27:48.447,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.242491
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177629&S=1,841638300,Warden,MSS-2025-0004,Department of Justice,0006,Correctional Institution Administration,2025-07-25 11:27:48.447,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.242510
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177630,841638500,Associate Warden,MSS-2025-0005,Department of Justice,0006,Correctional Institution Administration,2025-07-25 11:29:47.743,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243001
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177630&S=1,841638500,Associate Warden,MSS-2025-0005,Department of Justice,0006,Correctional Institution Administration,2025-07-25 11:29:47.743,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243014
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177708,841657000,Correctional Officer (Senior Officer Specialist),LOS-2025-0016,Department of Justice,0007,Correctional Officer,2025-07-25 09:53:44.760,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243236
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177708&S=1,841657000,Correctional Officer (Senior Officer Specialist),LOS-2025-0016,Department of Justice,0007,Correctional Officer,2025-07-25 09:53:44.760,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243248
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177703,841672300,Correctional Officer (Correctional Counselor),PEK-2025-0039,Department of Justice,0007,Correctional Officer,2025-07-25 11:20:24.903,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243493
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177703&S=1,841672300,Correctional Officer (Correctional Counselor),PEK-2025-0039,Department of Justice,0007,Correctional Officer,2025-07-25 11:20:24.903,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243505
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177711,841729100,Correctional Officer (Senior Officer Specialist),ATL-2025-0037,Department of Justice,0007,Correctional Officer,2025-07-25 16:28:35.837,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243725
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177711&S=1,841729100,Correctional Officer (Senior Officer Specialist),ATL-2025-0037,Department of Justice,0007,Correctional Officer,2025-07-25 16:28:35.837,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.243737
https://apply.usastaffing.gov/ViewQuestionnaire/12770297,841551100,SAFETY AND OCCUPATIONAL HEALTH MANAGER,ST-12770297-25-JRG,Department of the Navy,0018,Safety and Occupational Health Management,2025-07-25 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.244391
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177705,841645300,Safety and Occupational Health Manager (Safety Administrator),NCR-2025-0287,Department of Justice,0018,Safety and Occupational Health Management,2025-07-25 08:56:20.177,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.244634
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177705&S=1,841645300,Safety and Occupational Health Manager (Safety Administrator),NCR-2025-0287,Department of Justice,0018,Safety and Occupational Health Management,2025-07-25 08:56:20.177,2025-08-15T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.244646
https://apply.usastaffing.gov/ViewQuestionnaire/12753092,841550300,Park Ranger (Protection),PW-1546-PWRO-25-12753092-ST,Department of the Interior,0025,Park Ranger,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.245151
https://apply.usastaffing.gov/ViewQuestionnaire/12770333,841581000,ENVIRONMENTAL PROTECTION SPECIALIST,ST-12770333-25-JMP,Department of the Navy,0028,Environmental Protection Specialist,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.245405
https://apply.usastaffing.gov/ViewQuestionnaire/12771596,841735800,Chaplain (Clinical Pastoral Educator),CBSV-12771596-25-EWK,Department of Veterans Affairs,0060,Chaplain,2025-07-25 17:59:11.217,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.245663
https://apply.usastaffing.gov/ViewQuestionnaire/12771595,841736000,Chaplain ( Clinical Pastoral Educator),CBSV-12771595-25-EWK,Department of Veterans Affairs,0060,Chaplain,2025-07-25 17:57:10.313,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.245921
https://apply.usastaffing.gov/ViewQuestionnaire/12770661,841480500,SECURITY SPECIALIST,8J-DCIPS-12770661-906287,Department of the Air Force,0080,Security Administration,2025-07-25 00:00:00.000,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.246242
https://apply.usastaffing.gov/ViewQuestionnaire/12767305,841522100,SECURITY SPECIALIST,CES-DISA-12767305-25TH,Department of Defense,0080,Security Administration,2025-07-25 00:00:00.000,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.246460
https://apply.usastaffing.gov/ViewQuestionnaire/12770691,841564200,SECURITY SPECIALIST,9S-AFPC-12770691-912278-EAC,Department of the Air Force,0080,Security Administration,2025-07-25 00:00:00.000,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.246727
https://apply.usastaffing.gov/ViewQuestionnaire/12771152,841573000,SUPERVISORY SECURITY SPECIALIST,8E-DCIPS-12771152-919748-JM,Department of the Air Force,0080,Security Administration,2025-07-25 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.246975
https://apply.usastaffing.gov/ViewQuestionnaire/12770384,841658500,Security Specialist,25-12770384-DE-SLW,Legislative Branch,0080,Security Administration,2025-07-25 10:04:53.017,2025-08-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.247210
https://apply.usastaffing.gov/ViewQuestionnaire/12770841,841515300,FIREFIGHTER (PARAMEDIC),ST-12770841-25-MNM,Department of the Navy,0081,Fire Protection and Prevention,2025-07-25 00:00:00.000,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.247643
https://apply.usastaffing.gov/ViewQuestionnaire/12770404,841561800,Firefighter (Paramedic),CARZ-12770404-25-FG,Department of Veterans Affairs,0081,Fire Protection and Prevention,2025-07-25 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.247939
https://apply.usastaffing.gov/ViewQuestionnaire/12768567,841620300,FIREFIGHTER,ST-12768567-25-DH,Department of the Navy,0081,Fire Protection and Prevention,2025-07-25 15:38:04.440,2025-07-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.248229
https://apply.usastaffing.gov/ViewQuestionnaire/12770306,841681700,FIRE PROTECTION INSPECTOR,9Z-AFPC-12770306-913041-AD,Department of the Air Force,0081,Fire Protection and Prevention,2025-07-25 11:52:06.263,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.248510
https://apply.usastaffing.gov/ViewQuestionnaire/12769060,841311500,Police Officer,CBSS-12769060-25-KC,Department of Veterans Affairs,0083,Police,2025-07-25 00:00:00.000,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.248771
https://apply.usastaffing.gov/ViewQuestionnaire/12770131,841414200,Police Officer,CBSY-12770131-25-KJK,Department of Veterans Affairs,0083,Police,2025-07-25 00:00:00.000,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.249036
https://apply.usastaffing.gov/ViewQuestionnaire/12770169,841611200,Supervisory Police Officer (Military Ocean Terminal),MCGT259380050169,Department of the Army,0083,Police,2025-07-26 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.249254
https://apply.usastaffing.gov/ViewQuestionnaire/12770170,841611300,Supervisory Police Officer (Military Ocean Terminal),MCGT259380050170HW,Department of the Army,0083,Police,2025-07-26 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.249460
https://apply.usastaffing.gov/ViewQuestionnaire/12771140,841681800,Police Officer,CBTC-12771140-25-SH,Department of Veterans Affairs,0083,Police,2025-07-25 11:52:54.530,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.249761
https://apply.usastaffing.gov/ViewQuestionnaire/12662920,827210600,Security Guard,IHS-25-OK-12662920-ESEP/MP,Department of Health and Human Services,0085,Security Guard,2025-07-25 16:15:42.133,2025-07-29T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.250026
https://apply.usastaffing.gov/ViewQuestionnaire/12770389,841429300,Security Guard,SDDE245690170389R,Department of the Army,0085,Security Guard,2025-07-26 00:00:00.000,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.250282
https://apply.usastaffing.gov/ViewQuestionnaire/12770307,841637000,Security Assistant,CBSZ-12770307-25-JF,Department of Veterans Affairs,0086,Security Clerical and Assistance,2025-07-25 08:39:45.437,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.250535
https://apply.usastaffing.gov/ViewQuestionnaire/12771003,841676100,Security Assistant,CBTC-12771003-25-TSS,Department of Veterans Affairs,0086,Security Clerical and Assistance,2025-07-25 11:29:26.533,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.250980
https://apply.usastaffing.gov/ViewQuestionnaire/12771981,841696600,Security Assistant,CBSR-12771981-25-MCU,Department of Veterans Affairs,0086,Security Clerical and Assistance,2025-07-25 13:17:57.517,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.251206
https://apply.usastaffing.gov/ViewQuestionnaire/12769517,841578800,Emergency Management Specialist (Response),FEMA-KR-12769517-IMP,Department of Homeland Security,0089,Emergency Management Specialist,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.251527
https://apply.usastaffing.gov/ViewQuestionnaire/12770970,841649100,Emergency Management Specialist-Recruitment/ Relocation Incentive,CAZM-12770970-25-CRW,Department of Veterans Affairs,0089,Emergency Management Specialist,2025-07-25 09:13:30.020,2025-08-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.251828
https://apply.usastaffing.gov/ViewQuestionnaire/12771220,841571000,SEXUAL ASSAULT PREVENTION AND RESPONSE VICTIM ADVOCATE,ST-12771220-25-MTG,Department of the Navy,0101,Social Science,2025-07-25 00:00:00.000,2025-07-28T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.252080
https://apply.usastaffing.gov/ViewQuestionnaire/12772136,841706300,SUPERVISORY MILITARY & FAMILY COMMUNITY READINESS CONSULTANT,7Q-AFPC-12772136-925234-ALG,Department of the Air Force,0101,Social Science,2025-07-25 14:14:55.340,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.252376
https://apply.usastaffing.gov/ViewQuestionnaire/12772054,841728200,SOCIAL SCIENCE RESEARCH ANALYST (PREV WF),ST-12772054-25-DWG,Department of the Navy,0101,Social Science,2025-07-25 16:12:23.760,2025-07-28T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.252765
https://apply.usastaffing.gov/ViewQuestionnaire/12768244,841504000,Peer Specialist,CBTD-12768244-25-ST,Department of Veterans Affairs,0102,Social Science Aid and Technician,2025-07-25 00:00:00.000,2025-08-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.253330
https://apply.usastaffing.gov/ViewQuestionnaire/12770954,841700300,Peer Support Apprentice,CBTD-12770954-25-CD,Department of Veterans Affairs,0102,Social Science Aid and Technician,2025-07-25 13:48:06.583,2025-08-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.253631
https://apply.usastaffing.gov/ViewQuestionnaire/12770955,841701100,Peer Support Specialist,CBTD-12770955-25-CD,Department of Veterans Affairs,0102,Social Science Aid and Technician,2025-07-25 13:53:05.550,2025-08-14T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.253947
https://apply.usastaffing.gov/ViewQuestionnaire/12768539,841332100,Intelligence Specialist (Operations),WTST259133553662,Department of the Army,0132,Intelligence,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.254153
https://apply.usastaffing.gov/ViewQuestionnaire/12770620,841481400,INTELLIGENCE SPECIALIST,8J-DCIPS-12770620-906191-TS,Department of the Air Force,0132,Intelligence,2025-07-25 00:00:00.000,2025-08-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.254455
https://apply.usastaffing.gov/ViewQuestionnaire/12770689,841515900,INTELLIGENCE SPECIALIST,8J-DCIPS-12770689-905858-SC,Department of the Air Force,0132,Intelligence,2025-07-25 00:00:00.000,2025-08-07T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.254749
https://apply.usastaffing.gov/ViewQuestionnaire/12765755,841503100,Psychologist - Workplace Violence Prevention Program (WVPP) Program Manager,CBTF-12765755-25-BB-Foxtrot,Department of Veterans Affairs,0180,Psychology,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.255486
https://apply.usastaffing.gov/ViewQuestionnaire/12769351,841557900,Staff Psychologist (Behavioral Health Interdisciplinary Program),CBSW-12769351-25-LN,Department of Veterans Affairs,0180,Psychology,2025-07-25 00:00:00.000,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.255792
https://apply.usastaffing.gov/ViewQuestionnaire/12770144,841634100,Staff Psychologist,CBST-12770144-25-AB,Department of Veterans Affairs,0180,Psychology,2025-07-25 07:08:34.647,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.256126
https://apply.usastaffing.gov/ViewQuestionnaire/12769340,841635700,Psychologist - Veterans Readjustment Counselor,CBZY-12769340-25-SPH,Department of Veterans Affairs,0180,Psychology,2025-07-25 07:31:58.343,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.256448
https://apply.usastaffing.gov/ViewQuestionnaire/12771195,841680200,Staff Psychologist - Behavioral Health Interdisciplinary Program,CBTC-12771195-25-AT,Department of Veterans Affairs,0180,Psychology,2025-07-25 11:45:58.427,2025-09-09T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.256778
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177707,841686800,Clinical Psychologist (Drug Abuse Program Coordinator),NCR-2025-0288,Department of Justice,0180,Psychology,2025-07-25 12:16:52.733,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.257065
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177707&S=1,841686800,Clinical Psychologist (Drug Abuse Program Coordinator),NCR-2025-0288,Department of Justice,0180,Psychology,2025-07-25 12:16:52.733,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.257077
https://apply.usastaffing.gov/ViewQuestionnaire/12768377,841689100,Staff Psychologist (PCMHI),CBSU-12768377-25-SZ,Department of Veterans Affairs,0180,Psychology,2025-07-23 00:00:00.000,2025-07-31T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.257382
https://apply.usastaffing.gov/ViewQuestionnaire/12768380,841689700,Staff Psychologist (PCMHI),CBSU-12768380-25-SZ,Department of Veterans Affairs,0180,Psychology,2025-07-25 12:37:19.827,2025-08-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.257687
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177713,841700100,Clinical Psychologist (Specialty Program Coordinator – Advanced Care Level),NCR-2025-0289,Department of Justice,0180,Psychology,2025-07-25 13:48:47.350,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.257956
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177713&S=1,841700100,Clinical Psychologist (Specialty Program Coordinator – Advanced Care Level),NCR-2025-0289,Department of Justice,0180,Psychology,2025-07-25 13:48:47.350,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.257968
https://apply.usastaffing.gov/ViewQuestionnaire/12768701,841712900,Psychologist,CBSR-12768701-25-CP,Department of Veterans Affairs,0180,Psychology,2025-07-25 14:40:21.090,2025-07-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.258258
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177715,841714400,Clinical Psychologist (Drug Abuse Program Coordinator),NCR-2025-0291,Department of Justice,0180,Psychology,2025-07-25 14:49:50.637,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.258516
https://jobs.monstergovt.com/bopmp/ros/rosDashboard.hms?O=2&J=177715&S=1,841714400,Clinical Psychologist (Drug Abuse Program Coordinator),NCR-2025-0291,Department of Justice,0180,Psychology,2025-07-25 14:49:50.637,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.258527
https://apply.usastaffing.gov/ViewQuestionnaire/12772321,841734900,Staff Psychologist (BHIP Psychotherapist),CBSX-12772321-25-KR,Department of Veterans Affairs,0180,Psychology,2025-07-25 17:39:16.687,2025-10-27T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.259312
https://apply.usastaffing.gov/ViewQuestionnaire/12772378,841738300,Staff Psychologist (BHIP Therapist),CBSX-12772378-25-KR,Department of Veterans Affairs,0180,Psychology,2025-07-25 19:10:51.133,2025-10-27T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.259769
https://apply.usastaffing.gov/ViewQuestionnaire/12769341,841636000,Marriage and Family Therapist - Veterans Readjustment Counselor,CBZY-12769341-25-SPH,Department of Veterans Affairs,0182,Marriage and Family Therapist,2025-07-25 07:35:26.410,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.260103
https://apply.usastaffing.gov/ViewQuestionnaire/12771237,841717300,Marriage and Family Therapist - Outpatient Substance Use Disorder Therapist,CBSY-12771237-25-CR,Department of Veterans Affairs,0182,Marriage and Family Therapist,2025-07-25 15:04:48.737,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.260369
https://apply.usastaffing.gov/ViewQuestionnaire/12765756,841502700,Licensed Professional MH Counselor - Workplace Violence Prevention Program Program Manager,CBTF-12765756-25-BB-Foxtrot,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.260694
https://apply.usastaffing.gov/ViewQuestionnaire/12771055,841627000,Senior Licensed Professional Mental Health Counselor (HUD-VASH),CBSV-12771055-25-GEJ,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-25 00:00:00.000,2025-08-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.260970
https://apply.usastaffing.gov/ViewQuestionnaire/12771056,841627100,Senior Licensed Professional Mental Health Counselor (HUD-VASH),CBSV-12771056-25-GEJ,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-25 00:00:00.000,2025-08-11T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.261244
https://apply.usastaffing.gov/ViewQuestionnaire/12769342,841636200,Licensed Professional Mental Health Counselor - Veterans Readjustment Counselor,CBZY-12769342-25-SPH,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-25 07:37:17.467,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.261559
https://apply.usastaffing.gov/ViewQuestionnaire/12769052,841648700,Licensed Professional Mental Health Counselor - RANGE Program,CBSY-12769052-25-KA,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-25 09:12:43.770,2025-09-30T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.261876
https://apply.usastaffing.gov/ViewQuestionnaire/12771236,841716600,Licensed Professional Mental Health Counselor - Outpatient Substance Use Disorder Therapist,CBSY-12771236-25-CR,Department of Veterans Affairs,0183,Licensed Professional Mental Health Counselor,2025-07-25 15:01:03.643,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.262150
https://apply.usastaffing.gov/ViewQuestionnaire/12769806,841409500,Senior Social Worker-PACT,CBTB-12769806-25-CL,Department of Veterans Affairs,0185,Social Work,2025-07-25 10:10:34.663,2025-08-01T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.262404
https://apply.usastaffing.gov/ViewQuestionnaire/12770230,841421100,SUPERVISORY SOCIAL WORKER (FAMILY ADVOCACY),HSM1259868140230HW,Department of the Army,0185,Social Work,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.262600
https://apply.usastaffing.gov/ViewQuestionnaire/12765757,841502800,Social Worker - Workplace Violence Prevention Program Program Manager,CBTF-12765757-25-BB-Foxtrot,Department of Veterans Affairs,0185,Social Work,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.262902
https://apply.usastaffing.gov/ViewQuestionnaire/12769350,841554000,Senior Social Worker (Behavioral Health Interdisciplinary Program),CBSW-12769350-25-LN,Department of Veterans Affairs,0185,Social Work,2025-07-25 00:00:00.000,2025-08-08T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.263159
https://apply.usastaffing.gov/ViewQuestionnaire/12770117,841559400,SOCIAL WORKER (FAMILY ADVOCACY),HSM1257866310117HW,Department of the Army,0185,Social Work,2025-07-25 00:00:00.000,2025-08-04T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.263366
https://apply.usastaffing.gov/ViewQuestionnaire/12770070,841600700,Social Worker (Suicide Prevention Coordinator),CBSR-12770070-25-RBW,Department of Veterans Affairs,0185,Social Work,2025-07-25 10:17:04.377,2025-08-05T23:59:59.9970,,,,current_jobs_2025.parquet,2025-07-26T06:22:50.263648
