control_number,announcement_number,hiring_agency_code,hiring_agency_name,hiring_department_code,hiring_department_name,hiring_subelement_name,agency_level,agency_level_sort,position_title,minimum_grade,maximum_grade,promotion_potential,appointment_type,work_schedule,service_type,pay_scale,salary_type,minimum_salary,maximum_salary,supervisory_status,travel_requirement,telework_eligible,security_clearance_required,security_clearance,drug_test_required,relocation_expenses_reimbursed,who_may_apply,hiring_paths,total_openings,disable_apply_online,position_open_date,position_close_date,position_expire_date,position_opening_status,announcement_closing_type_code,announcement_closing_type_description,vendor,job_series,locations,raw_data,inserted_at
825875200,MCAD245909390658,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"PEO Missiles and Space, Strategic Operations Rockets and Missiles",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,129690.000,195200.000,Y,50% or less,N,Y,Secret,N,N,,"Career transition (CTAP, ICTAP, RPL), Land and base management, Veterans, Military spouses, Federal employees - Competitive service",1,N,2024-12-26,2025-01-10,,Applications under review,01,Closing Date,USASTAFFING,0340,"Redstone Arsenal, Alabama, United States","{""controlNumber"": 825875200, ""announcementNumber"": ""MCAD245909390658"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO Missiles and Space, Strategic Operations Rockets and Missiles"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 129690.0, ""maximumSalary"": 195200.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-26"", ""positionCloseDate"": ""2025-01-10"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Career transition (CTAP, ICTAP, RPL), Land and base management, Veterans, Military spouses, Federal employees - Competitive service"", ""jobSeries"": ""0340"", ""locations"": ""Redstone Arsenal, Alabama, United States""}",2025-06-07 22:54:17.477
825335900,MCAD245819091817,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,PEO STRI ORLANDO,2,Department of the Army\U.S. Army Acquisition Support Center,PROGRAM MANAGER (DEPUTYPRODUCT MANAGER ACQUISITION),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,122198.000,172481.000,Y,50% or less,N,Y,Top Secret,N,N,,"Internal to an agency, Veterans, Military spouses",1,N,2024-12-26,2025-01-03,,Applications under review,01,Closing Date,USASTAFFING,0340,"Orlando, Florida, United States","{""controlNumber"": 825335900, ""announcementNumber"": ""MCAD245819091817"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""PEO STRI ORLANDO"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""PROGRAM MANAGER (DEPUTYPRODUCT MANAGER ACQUISITION)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 122198.0, ""maximumSalary"": 172481.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-26"", ""positionCloseDate"": ""2025-01-03"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Internal to an agency, Veterans, Military spouses"", ""jobSeries"": ""0340"", ""locations"": ""Orlando, Florida, United States""}",2025-06-07 22:54:15.218
825792600,MCAD245909110546,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,Program Executive Office Soldier,2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,None,Permanent,Full-time,Competitive,NH,Per Year,142488.000,195200.000,Y,50% or less,N,Y,Secret,N,N,,"Veterans, Federal employees - Competitive service, Military spouses, Land and base management, Career transition (CTAP, ICTAP, RPL)",1,N,2024-12-26,2025-01-06,,Applications under review,01,Closing Date,USASTAFFING,0340,"Fort Belvoir, Virginia, United States","{""controlNumber"": 825792600, ""announcementNumber"": ""MCAD245909110546"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Office Soldier"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 142488.0, ""maximumSalary"": 195200.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-26"", ""positionCloseDate"": ""2025-01-06"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, Federal employees - Competitive service, Military spouses, Land and base management, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0340"", ""locations"": ""Fort Belvoir, Virginia, United States""}",2025-06-07 22:54:16.474
824997500,HRM-SMP-12645169-JJD,HSBD,Customs and Border Protection,HS,Department of Homeland Security,Office of Human Resources Management,2,Department of Homeland Security\Customs and Border Protection,Product Owner,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,103409.000,134435.000,N,Occasional travel,N,N,Not Required,N,N,,"Federal employees - Excepted service, Special authorities, Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Individuals with disabilities, Military spouses, Family of overseas employees, Federal employees - Competitive service, Peace Corps & AmeriCorps Vista",1,N,2024-12-23,2024-12-31,,Applications under review,03,Applicant Cut-Off,USASTAFFING,0301,"Bloomington, Minnesota, United States | Indianapolis, Indiana, United States | Washington, District of Columbia, United States","{""controlNumber"": 824997500, ""announcementNumber"": ""HRM-SMP-12645169-JJD"", ""hiringAgencyCode"": ""HSBD"", ""hiringAgencyName"": ""Customs and Border Protection"", ""hiringDepartmentCode"": ""HS"", ""hiringDepartmentName"": ""Department of Homeland Security"", ""hiringSubelementName"": ""Office of Human Resources Management"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Homeland Security\\Customs and Border Protection"", ""positionTitle"": ""Product Owner"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 103409.0, ""maximumSalary"": 134435.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-23"", ""positionCloseDate"": ""2024-12-31"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Federal employees - Excepted service, Special authorities, Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Individuals with disabilities, Military spouses, Family of overseas employees, Federal employees - Competitive service, Peace Corps & AmeriCorps Vista"", ""jobSeries"": ""0301"", ""locations"": ""Bloomington, Minnesota, United States | Indianapolis, Indiana, United States | Washington, District of Columbia, United States""}",2025-06-07 22:52:46.937
824096800,ST-12635942-25-TLB,NV24,Naval Sea Systems Command,NV,Department of the Navy,"Naval Undersea Warfare Center, Division Keyport (NUWCDK)",2,Department of the Navy\Naval Sea Systems Command,LEAD SOFTWARE PRODUCT OWNER,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,115793.000,150535.000,Y,Occasional travel,N,Y,Secret,N,N,,"Veterans, Individuals with disabilities, Military spouses, Career transition (CTAP, ICTAP, RPL), Land and base management, Internal to an agency, Special authorities",1,N,2024-12-16,2024-12-27,,Applications under review,01,Closing Date,USASTAFFING,0301,"Keyport, Washington, United States","{""controlNumber"": 824096800, ""announcementNumber"": ""ST-12635942-25-TLB"", ""hiringAgencyCode"": ""NV24"", ""hiringAgencyName"": ""Naval Sea Systems Command"", ""hiringDepartmentCode"": ""NV"", ""hiringDepartmentName"": ""Department of the Navy"", ""hiringSubelementName"": ""Naval Undersea Warfare Center, Division Keyport (NUWCDK)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Navy\\Naval Sea Systems Command"", ""positionTitle"": ""LEAD SOFTWARE PRODUCT OWNER"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 115793.0, ""maximumSalary"": 150535.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-16"", ""positionCloseDate"": ""2024-12-27"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Veterans, Individuals with disabilities, Military spouses, Career transition (CTAP, ICTAP, RPL), Land and base management, Internal to an agency, Special authorities"", ""jobSeries"": ""0301"", ""locations"": ""Keyport, Washington, United States""}",2025-06-07 22:50:23.571
823980200,MCAD245667382544H,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Officer, Intelligence Electronic Warfare & Sensors (PEO IEW&S)",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Manager Acquisition),4,4,4,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,50% or less,N,Y,Top Secret,N,N,,The public,1,N,2024-12-13,2024-12-19,,Applications under review,01,Closing Date,USASTAFFING,0340,"Aberdeen Proving Ground, Maryland, United States","{""controlNumber"": 823980200, ""announcementNumber"": ""MCAD245667382544H"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Officer, Intelligence Electronic Warfare & Sensors (PEO IEW&S)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Manager Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""4"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-13"", ""positionCloseDate"": ""2024-12-19"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Aberdeen Proving Ground, Maryland, United States""}",2025-06-07 22:50:19.994
823418200,MCAD245667386022H,ARAE,U.S. Army Acquisition Support Center,AR,Department of the Army,"Program Executive Officer, Intelligence Electronic Warfare & Sensors (PEO IEW&S)",2,Department of the Army\U.S. Army Acquisition Support Center,Program Manager (Deputy Product Lead Acquisition),4,4,4,Permanent,Full-time,Competitive,NH,Per Year,139395.000,191900.000,Y,50% or less,N,Y,Top Secret,N,N,,The public,1,N,2024-12-11,2024-12-17,2024-12-11,Applications under review,01,Closing Date,USASTAFFING,0340,"Aberdeen Proving Ground, Maryland, United States","{""controlNumber"": 823418200, ""announcementNumber"": ""MCAD245667386022H"", ""hiringAgencyCode"": ""ARAE"", ""hiringAgencyName"": ""U.S. Army Acquisition Support Center"", ""hiringDepartmentCode"": ""AR"", ""hiringDepartmentName"": ""Department of the Army"", ""hiringSubelementName"": ""Program Executive Officer, Intelligence Electronic Warfare & Sensors (PEO IEW&S)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Army\\U.S. Army Acquisition Support Center"", ""positionTitle"": ""Program Manager (Deputy Product Lead Acquisition)"", ""minimumGrade"": ""4"", ""maximumGrade"": ""4"", ""promotionPotential"": ""4"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NH"", ""salaryType"": ""Per Year"", ""minimumSalary"": 139395.0, ""maximumSalary"": 191900.0, ""supervisoryStatus"": ""Y"", ""travelRequirement"": ""50% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""Y"", ""securityClearance"": ""Top Secret"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-11"", ""positionCloseDate"": ""2024-12-17"", ""positionExpireDate"": ""2024-12-11"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public"", ""jobSeries"": ""0340"", ""locations"": ""Aberdeen Proving Ground, Maryland, United States""}",2025-06-07 22:47:43.408
822669700,CMS-OIT-25-12629938-DE,HE70,Centers for Medicare & Medicaid Services,HE,Department of Health and Human Services,Office of Information Technology (OIT),2,Department of Health and Human Services\Centers for Medicare & Medicaid Services,Product Manager,13,13,13,Permanent,Full-time,Competitive,GS,Per Year,117962.000,153354.000,N,Occasional travel,N,N,Not Required,N,N,,"The public, Career transition (CTAP, ICTAP, RPL)",1,N,2024-12-09,2024-12-13,,Applications under review,01,Closing Date,USASTAFFING,0301,"Woodlawn, Maryland, United States","{""controlNumber"": 822669700, ""announcementNumber"": ""CMS-OIT-25-12629938-DE"", ""hiringAgencyCode"": ""HE70"", ""hiringAgencyName"": ""Centers for Medicare & Medicaid Services"", ""hiringDepartmentCode"": ""HE"", ""hiringDepartmentName"": ""Department of Health and Human Services"", ""hiringSubelementName"": ""Office of Information Technology (OIT)"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of Health and Human Services\\Centers for Medicare & Medicaid Services"", ""positionTitle"": ""Product Manager"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""13"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 117962.0, ""maximumSalary"": 153354.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-09"", ""positionCloseDate"": ""2024-12-13"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""The public, Career transition (CTAP, ICTAP, RPL)"", ""jobSeries"": ""0301"", ""locations"": ""Woodlawn, Maryland, United States""}",2025-06-07 22:47:32.578
822701100,NPSMP-25-12596256-HM,IN10,National Park Service,IN,Department of the Interior,,2,Department of the Interior\National Park Service,Project Manager (Product Owner),13,13,None,Permanent,Full-time,Competitive,GS,Per Year,103409.000,134435.000,N,Occasional travel,N,N,Not Required,N,N,,"Special authorities, Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses, Peace Corps & AmeriCorps Vista, Individuals with disabilities",1,N,2024-12-06,2024-12-19,2024-12-12,Applications under review,03,Applicant Cut-Off,USASTAFFING,0301,"Boise, Idaho, United States | Location Negotiable After Selection, United States","{""controlNumber"": 822701100, ""announcementNumber"": ""NPSMP-25-12596256-HM"", ""hiringAgencyCode"": ""IN10"", ""hiringAgencyName"": ""National Park Service"", ""hiringDepartmentCode"": ""IN"", ""hiringDepartmentName"": ""Department of the Interior"", ""hiringSubelementName"": null, ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Interior\\National Park Service"", ""positionTitle"": ""Project Manager (Product Owner)"", ""minimumGrade"": ""13"", ""maximumGrade"": ""13"", ""promotionPotential"": ""None"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""GS"", ""salaryType"": ""Per Year"", ""minimumSalary"": 103409.0, ""maximumSalary"": 134435.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""Occasional travel"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""N"", ""positionOpenDate"": ""2024-12-06"", ""positionCloseDate"": ""2024-12-19"", ""positionExpireDate"": ""2024-12-12"", ""positionOpeningStatus"": ""Applications under review"", ""announcementClosingTypeCode"": ""03"", ""announcementClosingTypeDescription"": ""Applicant Cut-Off"", ""vendor"": ""USASTAFFING"", ""hiringPaths"": ""Special authorities, Land and base management, Career transition (CTAP, ICTAP, RPL), Veterans, Federal employees - Competitive service, Military spouses, Peace Corps & AmeriCorps Vista, Individuals with disabilities"", ""jobSeries"": ""0301"", ""locations"": ""Boise, Idaho, United States | Location Negotiable After Selection, United States""}",2025-06-07 22:47:29.889
822598000,71090,NV27,U.S. Marine Corps,NV,Department of the Navy,BUSINESS AND SUPPORT SERVICES,2,Department of the Navy\U.S. Marine Corps,Innovation Product Lead NF4,04,04,NA,Permanent,Full-time,Competitive,NF,Per Year,106000.000,121000.000,N,25% or less,N,N,Not Required,N,N,,The public,1,Y,2024-12-05,2024-12-15,,Job closed,01,Closing Date,HQMC MCCS (PeopleSoft),1101,"Quantico, Virginia, United States","{""controlNumber"": 822598000, ""announcementNumber"": ""71090"", ""hiringAgencyCode"": ""NV27"", ""hiringAgencyName"": ""U.S. Marine Corps"", ""hiringDepartmentCode"": ""NV"", ""hiringDepartmentName"": ""Department of the Navy"", ""hiringSubelementName"": ""BUSINESS AND SUPPORT SERVICES"", ""agencyLevel"": 2, ""agencyLevelSort"": ""Department of the Navy\\U.S. Marine Corps"", ""positionTitle"": ""Innovation Product Lead NF4"", ""minimumGrade"": ""04"", ""maximumGrade"": ""04"", ""promotionPotential"": ""NA"", ""appointmentType"": ""Permanent"", ""workSchedule"": ""Full-time"", ""serviceType"": ""Competitive"", ""payScale"": ""NF"", ""salaryType"": ""Per Year"", ""minimumSalary"": 106000.0, ""maximumSalary"": 121000.0, ""supervisoryStatus"": ""N"", ""travelRequirement"": ""25% or less"", ""teleworkEligible"": ""N"", ""securityClearanceRequired"": ""N"", ""securityClearance"": ""Not Required"", ""drugTestRequired"": ""N"", ""relocationExpensesReimbursed"": ""N"", ""whoMayApply"": null, ""totalOpenings"": ""1"", ""disableApplyOnline"": ""Y"", ""positionOpenDate"": ""2024-12-05"", ""positionCloseDate"": ""2024-12-15"", ""positionExpireDate"": null, ""positionOpeningStatus"": ""Job closed"", ""announcementClosingTypeCode"": ""01"", ""announcementClosingTypeDescription"": ""Closing Date"", ""vendor"": ""HQMC MCCS (PeopleSoft)"", ""hiringPaths"": ""The public"", ""jobSeries"": ""1101"", ""locations"": ""Quantico, Virginia, United States""}",2025-06-07 22:47:26.514
